symbol	ensg
RAD18	ENSG00000070950
ATP2B1	ENSG00000070961
NCK2	ENSG00000071051
MAP4K4	ENSG00000071054
MGAT4A	ENSG00000071073
RPL31	ENSG00000071082
WDR1	ENSG00000071127
SNX13	ENSG00000071189
ARHGAP10	ENSG00000071205
RPS6KA2	ENSG00000071242
ING3	ENSG00000071243
VASH1	ENSG00000071246
BUD23	ENSG00000071462
SEL1L	ENSG00000071537
TRIP13	ENSG00000071539
ATP6AP1	ENSG00000071553
TCF3	ENSG00000071564
TRIB2	ENSG00000071575
DAZAP1	ENSG00000071626
MBD3	ENSG00000071655
HLTF	ENSG00000071794
FAM50A	ENSG00000071859
FAM3A	ENSG00000071889
CPSF1	ENSG00000071894
CYBRD1	ENSG00000071967
PDCD2	ENSG00000071994
RDH11	ENSG00000072042
PRKACA	ENSG00000072062
ADGRL1	ENSG00000072071
ACTN1	ENSG00000072110
ZFYVE26	ENSG00000072121
EPN2	ENSG00000072134
PTPN18	ENSG00000072135
LNX1	ENSG00000072201
ALDH3A2	ENSG00000072210
TFRC	ENSG00000072274
SREBF1	ENSG00000072310
AFF4	ENSG00000072364
UBE2D1	ENSG00000072401
MPP5	ENSG00000072415
RHOBTB1	ENSG00000072422
SMC1A	ENSG00000072501
HSD17B10	ENSG00000072506
MARK2	ENSG00000072518
HMMR	ENSG00000072571
CHFR	ENSG00000072609
TRHDE	ENSG00000072657
P4HA2	ENSG00000072682
FCGR2B	ENSG00000072694
NFATC3	ENSG00000072736
TRNT1	ENSG00000072756
ACADVL	ENSG00000072778
STK10	ENSG00000072786
FBXW11	ENSG00000072803
ACAP1	ENSG00000072818
EVC	ENSG00000072840
DERL2	ENSG00000072849
SIDT1	ENSG00000072858
NDE1	ENSG00000072864
MRVI1	ENSG00000072952
TMEM38A	ENSG00000072954
AP1M1	ENSG00000072958
PVR	ENSG00000073008
XRCC1	ENSG00000073050
SCARB1	ENSG00000073060
MCM2	ENSG00000073111
PANX2	ENSG00000073150
SELENOO	ENSG00000073169
TP63	ENSG00000073282
ALPK1	ENSG00000073331
LLGL2	ENSG00000073350
PDE8A	ENSG00000073417
CLCN4	ENSG00000073464
NLE1	ENSG00000073536
SDHA	ENSG00000073578
SMARCE1	ENSG00000073584
GSDMB	ENSG00000073605
KDM5A	ENSG00000073614
ADAM11	ENSG00000073670
PPP2R3A	ENSG00000073711
DHRS9	ENSG00000073737
CD5L	ENSG00000073754
PTGS2	ENSG00000073756
IGF2BP2	ENSG00000073792
MAP3K13	ENSG00000073803
ST6GAL1	ENSG00000073849
TBX21	ENSG00000073861
VDAC1P1	ENSG00000073905
FRY	ENSG00000073910
PICALM	ENSG00000073921
NSF	ENSG00000073969
GLI2	ENSG00000074047
CLASP1	ENSG00000074054
MRPS34	ENSG00000074071
NOTCH3	ENSG00000074181
CLNS1A	ENSG00000074201
EED	ENSG00000074266
CDHR2	ENSG00000074276
TSG101	ENSG00000074319
NCBP3	ENSG00000074356
ATP2A3	ENSG00000074370
MGLL	ENSG00000074416
BCS1L	ENSG00000074582
DPP8	ENSG00000074603
SLC24A1	ENSG00000074621
ZNF532	ENSG00000074657
SCARF1	ENSG00000074660
LMAN1	ENSG00000074695
HACD3	ENSG00000074696
IPCEF1	ENSG00000074706
ZZEF1	ENSG00000074755
ENO1	ENSG00000074800
MYDGF	ENSG00000074842
ANO8	ENSG00000074855
TUBE1	ENSG00000074935
ARHGEF10L	ENSG00000074964
TXK	ENSG00000074966
ACTR6	ENSG00000075089
TIPIN	ENSG00000075131
SRI	ENSG00000075142
EIF4G3	ENSG00000075151
NUP37	ENSG00000075188
SEMA3A	ENSG00000075213
GTSE1	ENSG00000075218
SEMA3C	ENSG00000075223
TTC38	ENSG00000075234
ACAT1	ENSG00000075239
GRAMD4	ENSG00000075240
CELSR1	ENSG00000075275
ZNF638	ENSG00000075292
SLC25A40	ENSG00000075303
TIMM21	ENSG00000075336
ADD2	ENSG00000075340
RASAL2	ENSG00000075391
VPS9D1	ENSG00000075399
ZNF37A	ENSG00000075407
MARK3	ENSG00000075413
SLC25A3	ENSG00000075415
FNDC3B	ENSG00000075420
FOSL2	ENSG00000075426
FRYL	ENSG00000075539
TMEM131	ENSG00000075568
FSCN1	ENSG00000075618
ACTB	ENSG00000075624
MOCOS	ENSG00000075643
PLD1	ENSG00000075651
WDR62	ENSG00000075702
DLG1	ENSG00000075711
RAB7A	ENSG00000075785
BCAP29	ENSG00000075790
SEC31B	ENSG00000075826
SART3	ENSG00000075856
ARHGAP15	ENSG00000075884
EXOSC7	ENSG00000075914
KIFAP3	ENSG00000075945
MKRN2	ENSG00000075975
MCM6	ENSG00000076003
REXO2	ENSG00000076043
RBM7	ENSG00000076053
RBMS2	ENSG00000076067
BAZ2A	ENSG00000076108
PTPN23	ENSG00000076201
MLH1	ENSG00000076242
UNG	ENSG00000076248
FMO4	ENSG00000076258
KLHL20	ENSG00000076321
SLC46A1	ENSG00000076351
PLXNA2	ENSG00000076356
SPAG5	ENSG00000076382
ANKRD13A	ENSG00000076513
TPD52	ENSG00000076554
ACACB	ENSG00000076555
TRAF4	ENSG00000076604
PAG1	ENSG00000076641
GPATCH1	ENSG00000076650
ICAM3	ENSG00000076662
NT5C2	ENSG00000076685
MCAM	ENSG00000076706
GPC4	ENSG00000076716
MBNL3	ENSG00000076770
RAP1GAP	ENSG00000076864
XAB2	ENSG00000076924
ARHGEF1	ENSG00000076928
STXBP2	ENSG00000076944
MAP2K7	ENSG00000076984
DGKD	ENSG00000077044
RARB	ENSG00000077092
TOP2B	ENSG00000077097
TM9SF3	ENSG00000077147
NFKB2	ENSG00000077150
UBE2T	ENSG00000077152
PPP1R12B	ENSG00000077157
DNAJC10	ENSG00000077232
GTF3C1	ENSG00000077235
IL4R	ENSG00000077238
USP33	ENSG00000077254
SNRPA	ENSG00000077312
SPAG6	ENSG00000077327
EXOSC5	ENSG00000077348
DYNC1I2	ENSG00000077380
APBB1IP	ENSG00000077420
LRCH4	ENSG00000077454
FAM76B	ENSG00000077458
SIRT6	ENSG00000077463
POLD3	ENSG00000077514
CAPZB	ENSG00000077549
GPR137B	ENSG00000077585
NAALAD2	ENSG00000077616
JADE1	ENSG00000077684
SLC25A43	ENSG00000077713
UBE2A	ENSG00000077721
FGFR1	ENSG00000077782
SMC1B	ENSG00000077935
CST7	ENSG00000077984
PIAS2	ENSG00000078043
AMPH	ENSG00000078053
ARAF	ENSG00000078061
MCCC1	ENSG00000078070
NEBL	ENSG00000078114
ACER3	ENSG00000078124
UBE2K	ENSG00000078140
PIK3C3	ENSG00000078142
N4BP2	ENSG00000078177
TIGAR	ENSG00000078237
TULP3	ENSG00000078246
SYNJ2	ENSG00000078269
ADCY2	ENSG00000078295
PPP2R5C	ENSG00000078304
PMS2P1	ENSG00000078319
GNB1	ENSG00000078369
HOXA9	ENSG00000078399
MLLT10	ENSG00000078403
ZCWPW1	ENSG00000078487
P2RY10	ENSG00000078589
ITM2A	ENSG00000078596
NRDC	ENSG00000078618
VDAC3	ENSG00000078668
PCM1	ENSG00000078674
TNRC6C	ENSG00000078687
CBFA2T2	ENSG00000078699
ITCH	ENSG00000078747
PKD2L2	ENSG00000078795
TP53INP2	ENSG00000078804
SDF4	ENSG00000078808
MYH7B	ENSG00000078814
TP73	ENSG00000078900
TOLLIP	ENSG00000078902
UBE2D4	ENSG00000078967
THOC1	ENSG00000079134
FKBP7	ENSG00000079150
OSBPL6	ENSG00000079156
SLC1A3	ENSG00000079215
XRCC5	ENSG00000079246
LXN	ENSG00000079257
SP140	ENSG00000079263
MKNK1	ENSG00000079277
TNS1	ENSG00000079308
REXO1	ENSG00000079313
SAR1A	ENSG00000079332
CDC14A	ENSG00000079335
RAPGEF3	ENSG00000079337
CEACAM1	ENSG00000079385
SENP1	ENSG00000079387
CIC	ENSG00000079432
LIPE	ENSG00000079435
FDFT1	ENSG00000079459
PAFAH1B3	ENSG00000079462
OPHN1	ENSG00000079482
KIF22	ENSG00000079616
CARMIL1	ENSG00000079691
PGM1	ENSG00000079739
DDX1	ENSG00000079785
DNM2	ENSG00000079805
EPB41L2	ENSG00000079819
RIMS1	ENSG00000079841
STX7	ENSG00000079950
RABL2B	ENSG00000079974
KEAP1	ENSG00000079999
DDX43	ENSG00000080007
PTPRH	ENSG00000080031
SLC35C2	ENSG00000080189
CRYBG3	ENSG00000080200
RFX3	ENSG00000080298
RIF1	ENSG00000080345
RAB21	ENSG00000080371
SLC4A4	ENSG00000080493
SMARCA2	ENSG00000080503
SESN1	ENSG00000080546
MID2	ENSG00000080561
SRCAP	ENSG00000080603
PUM3	ENSG00000080608
CNOT4	ENSG00000080802
PSEN1	ENSG00000080815
CPOX	ENSG00000080819
CLDND1	ENSG00000080822
MOK	ENSG00000080823
HSP90AA1	ENSG00000080824
RBL1	ENSG00000080839
DLGAP4	ENSG00000080845
CROCCP3	ENSG00000080947
NDC80	ENSG00000080986
AP4E1	ENSG00000081014
RSBN1	ENSG00000081019
MAGI3	ENSG00000081026
CXCL2	ENSG00000081041
COL4A4	ENSG00000081052
TCF7	ENSG00000081059
OSTM1	ENSG00000081087
IMPG2	ENSG00000081148
PCNP	ENSG00000081154
EXD2	ENSG00000081177
ARG2	ENSG00000081181
MEF2C	ENSG00000081189
PTPRC	ENSG00000081237
UBA5	ENSG00000081307
STK17B	ENSG00000081320
CDC14B	ENSG00000081377
ZNF510	ENSG00000081386
LRP2	ENSG00000081479
ZNF506	ENSG00000081665
JMJD4	ENSG00000081692
DUSP12	ENSG00000081721
AACS	ENSG00000081760
KIAA0141	ENSG00000081791
PCDHGA2	ENSG00000081853
HSPB11	ENSG00000081870
PHLPP1	ENSG00000081913
ATP8B1	ENSG00000081923
IL12RB2	ENSG00000081985
SMARCD3	ENSG00000082014
WDR70	ENSG00000082068
FYB	ENSG00000082074
STRADB	ENSG00000082146
BZW1	ENSG00000082153
C1QTNF3	ENSG00000082196
ME2	ENSG00000082212
C5orf22	ENSG00000082213
CCNT2	ENSG00000082258
FAM135A	ENSG00000082269
COL19A1	ENSG00000082293
EPB41L3	ENSG00000082397
COBLL1	ENSG00000082438
DLG3	ENSG00000082458
TRAF5	ENSG00000082512
MRPL22	ENSG00000082515
GEMIN5	ENSG00000082516
NFE2L1	ENSG00000082641
GSK3B	ENSG00000082701
ITGB5	ENSG00000082781
ERC1	ENSG00000082805
XPO1	ENSG00000082898
RNF13	ENSG00000082996
PALB2	ENSG00000083093
DOPEY1	ENSG00000083097
LYRM2	ENSG00000083099
BCKDHB	ENSG00000083123
KAT6A	ENSG00000083168
ZCCHC6	ENSG00000083223
ULK2	ENSG00000083290
TNPO1	ENSG00000083312
PLOD1	ENSG00000083444
P2RX5	ENSG00000083454
ITGAE	ENSG00000083457
DIS3	ENSG00000083520
PIBF1	ENSG00000083535
TDRD3	ENSG00000083544
NUFIP1	ENSG00000083635
PDS5B	ENSG00000083642
OXCT1	ENSG00000083720
RRAGB	ENSG00000083750
CYLD	ENSG00000083799
SLC27A5	ENSG00000083807
ZNF324	ENSG00000083812
ZNF671	ENSG00000083814
ZNF416	ENSG00000083817
ZNF586	ENSG00000083828
ZNF446	ENSG00000083838
ZNF264	ENSG00000083844
RPS5	ENSG00000083845
FAT1	ENSG00000083857
YTHDC1	ENSG00000083896
CHMP2B	ENSG00000083937
SMAP2	ENSG00000084070
PPIE	ENSG00000084072
ZMPSTE24	ENSG00000084073
STARD7	ENSG00000084090
NOA1	ENSG00000084092
REST	ENSG00000084093
HAL	ENSG00000084110
SSH1	ENSG00000084112
GSTP1	ENSG00000084207
APLP2	ENSG00000084234
FAM234B	ENSG00000084444
WBP11	ENSG00000084463
EIF3I	ENSG00000084623
TXLNA	ENSG00000084652
NCOA1	ENSG00000084676
AGBL5	ENSG00000084693
KIF3C	ENSG00000084731
RAB10	ENSG00000084733
HADHA	ENSG00000084754
CAD	ENSG00000084774
CD59	ENSG00000085063
CD82	ENSG00000085117
BCORL1	ENSG00000085185
ATRX	ENSG00000085224
AK6	ENSG00000085231
FCN1	ENSG00000085265
MYNN	ENSG00000085274
MECOM	ENSG00000085276
SCAMP1	ENSG00000085365
PREP	ENSG00000085377
HACE1	ENSG00000085382
SEH1L	ENSG00000085415
WDR47	ENSG00000085433
WDFY1	ENSG00000085449
OVGP1	ENSG00000085465
SLC25A24	ENSG00000085491
MAP3K4	ENSG00000085511
PILRA	ENSG00000085514
IGSF9	ENSG00000085552
ABCB1	ENSG00000085563
ZNF213	ENSG00000085644
AKR1B1	ENSG00000085662
CPNE3	ENSG00000085719
RRN3	ENSG00000085721
CTTN	ENSG00000085733
MTIF2	ENSG00000085760
DDHD2	ENSG00000085788
TTC39A	ENSG00000085831
EPS15	ENSG00000085832
ORC1	ENSG00000085840
MGST2	ENSG00000085871
CHERP	ENSG00000085872
ATG16L1	ENSG00000085978
USP40	ENSG00000085982
POMGNT1	ENSG00000085998
RAD54L	ENSG00000085999
MAST2	ENSG00000086015
DNAJA1	ENSG00000086061
B4GALT1	ENSG00000086062
CHMP5	ENSG00000086065
NFX1	ENSG00000086102
DIMT1	ENSG00000086189
IPO11	ENSG00000086200
EIF2AK1	ENSG00000086232
NME8	ENSG00000086288
EPDR1	ENSG00000086289
SNX10	ENSG00000086300
SEPHS1	ENSG00000086475
MRPL28	ENSG00000086504
ITPKC	ENSG00000086544
CEACAM6	ENSG00000086548
FAT2	ENSG00000086570
RBM22	ENSG00000086589
TMED2	ENSG00000086598
ERO1B	ENSG00000086619
ZFAND6	ENSG00000086666
TXLNG	ENSG00000086712
LAT2	ENSG00000086730
HUWE1	ENSG00000086758
ZW10	ENSG00000086827
ALG9	ENSG00000086848
ACOX3	ENSG00000087008
MTMR2	ENSG00000087053
PPP1R15A	ENSG00000087074
TRIP6	ENSG00000087077
ACHE	ENSG00000087085
FTL	ENSG00000087086
SRRT	ENSG00000087087
BAX	ENSG00000087088
NLK	ENSG00000087095
PIGS	ENSG00000087111
ADAMTS2	ENSG00000087116
ATXN7L3	ENSG00000087152
PGS1	ENSG00000087157
PSMC5	ENSG00000087191
UIMC1	ENSG00000087206
CETP	ENSG00000087237
MMP2	ENSG00000087245
LPCAT2	ENSG00000087253
OGFOD1	ENSG00000087263
SH3BP2	ENSG00000087266
NOP14	ENSG00000087269
ADD1	ENSG00000087274
L2HGDH	ENSG00000087299
TXNDC16	ENSG00000087301
C14orf166	ENSG00000087302
NID2	ENSG00000087303
GMCL1	ENSG00000087338
SF3B2	ENSG00000087365
KLHL42	ENSG00000087448
GNAS	ENSG00000087460
DNM1L	ENSG00000087470
PHACTR3	ENSG00000087495
ERGIC2	ENSG00000087502
AURKA	ENSG00000087586
CASS4	ENSG00000087589
PIR	ENSG00000087842
AAMDC	ENSG00000087884
RFX2	ENSG00000087903
METTL2A	ENSG00000087995
ALG6	ENSG00000088035
CNOT3	ENSG00000088038
GP6	ENSG00000088053
PTPN4	ENSG00000088179
DDX18	ENSG00000088205
KHSRP	ENSG00000088247
GNA11	ENSG00000088256
EDEM2	ENSG00000088298
DNMT3B	ENSG00000088305
TPX2	ENSG00000088325
PDRG1	ENSG00000088356
DOCK9	ENSG00000088387
ANKRD10	ENSG00000088448
TGDS	ENSG00000088451
DOCK3	ENSG00000088538
C3orf18	ENSG00000088543
COQ9	ENSG00000088682
KIF9	ENSG00000088727
CRLS1	ENSG00000088766
PPP1R13B	ENSG00000088808
ATRN	ENSG00000088812
SMOX	ENSG00000088826
SIGLEC1	ENSG00000088827
FKBP1A	ENSG00000088832
NSFL1C	ENSG00000088833
SLC4A11	ENSG00000088836
C20orf194	ENSG00000088854
ZNF343	ENSG00000088876
CPXM1	ENSG00000088882
MAVS	ENSG00000088888
LZTS3	ENSG00000088899
XRN2	ENSG00000088930
KIZ	ENSG00000088970
DYNLL1	ENSG00000088986
TESC	ENSG00000088992
SNX5	ENSG00000089006
RPL6	ENSG00000089009
MAPKAPK5	ENSG00000089022
P2RX7	ENSG00000089041
ESF1	ENSG00000089048
RBBP9	ENSG00000089050
ANAPC5	ENSG00000089053
SLC23A2	ENSG00000089057
SLC8B1	ENSG00000089060
TMEM230	ENSG00000089063
DZANK1	ENSG00000089091
KDM2B	ENSG00000089094
TASP1	ENSG00000089123
OAS1	ENSG00000089127
GCN1	ENSG00000089154
RPLP0	ENSG00000089157
PXN	ENSG00000089159
KIF16B	ENSG00000089177
TRMT6	ENSG00000089195
PEBP1	ENSG00000089220
BRAP	ENSG00000089234
ERP29	ENSG00000089248
FUS	ENSG00000089280
IGBP1	ENSG00000089289
FXYD5	ENSG00000089327
ZNF302	ENSG00000089335
GRAMD1A	ENSG00000089351
HEPH	ENSG00000089472
CDIP1	ENSG00000089486
CMTM1	ENSG00000089505
GANAB	ENSG00000089597
GMIP	ENSG00000089639
RBM41	ENSG00000089682
BIRC5	ENSG00000089685
MLF2	ENSG00000089693
OTUB2	ENSG00000089723
DDX24	ENSG00000089737
ZBTB25	ENSG00000089775
NECAP1	ENSG00000089818
ARHGAP4	ENSG00000089820
DHX32	ENSG00000089876
RCOR1	ENSG00000089902
GPATCH2L	ENSG00000089916
LTBP4	ENSG00000090006
BLVRB	ENSG00000090013
SLC9A1	ENSG00000090020
SPTLC1	ENSG00000090054
PAPOLA	ENSG00000090060
CCNK	ENSG00000090061
PCBP4	ENSG00000090097
RGS1	ENSG00000090104
YPEL3	ENSG00000090238
MRPS33	ENSG00000090263
NDUFB2	ENSG00000090266
NUDC	ENSG00000090273
MAEA	ENSG00000090316
ICAM1	ENSG00000090339
STRN4	ENSG00000090372
IRAK3	ENSG00000090376
LYZ	ENSG00000090382
MUL1	ENSG00000090432
TFAP4	ENSG00000090447
PDCD7	ENSG00000090470
SPG21	ENSG00000090487
DNAJB11	ENSG00000090520
FLT3LG	ENSG00000090554
RAB11FIP3	ENSG00000090565
GNPTG	ENSG00000090581
ZNF268	ENSG00000090612
GOLGA3	ENSG00000090615
PABPC4	ENSG00000090621
CD209	ENSG00000090659
CERS4	ENSG00000090661
MCOLN1	ENSG00000090674
USP48	ENSG00000090686
EFNB1	ENSG00000090776
PDPR	ENSG00000090857
AARS	ENSG00000090861
GLG1	ENSG00000090863
KIF4A	ENSG00000090889
TNRC6A	ENSG00000090905
PLEKHG2	ENSG00000090924
NAT14	ENSG00000090971
PITPNM2	ENSG00000090975
EXOC1	ENSG00000090989
RBM27	ENSG00000091009
OSBPL8	ENSG00000091039
DTX2	ENSG00000091073
NLRC4	ENSG00000091106
PUS7	ENSG00000091127
LAMB1	ENSG00000091136
DLD	ENSG00000091140
WDR7	ENSG00000091157
TXNL1	ENSG00000091164
IL5RA	ENSG00000091181
ABCC6	ENSG00000091262
CMTM6	ENSG00000091317
ITGA6	ENSG00000091409
MAP3K20	ENSG00000091436
FH	ENSG00000091483
SEL1L3	ENSG00000091490
TF	ENSG00000091513
CDV3	ENSG00000091527
MYO15A	ENSG00000091536
ALKBH5	ENSG00000091542
NLRP1	ENSG00000091592
SPAG7	ENSG00000091640
ORC6	ENSG00000091651
ZC3HC1	ENSG00000091732
ESR1	ENSG00000091831
RGS17	ENSG00000091844
ANGPT2	ENSG00000091879
TMEM101	ENSG00000091947
CD200	ENSG00000091972
CCDC80	ENSG00000091986
PSME1	ENSG00000092010
PPP2R3C	ENSG00000092020
HAUS4	ENSG00000092036
JPH4	ENSG00000092051
CEBPE	ENSG00000092067
SLC7A8	ENSG00000092068
OSGEP	ENSG00000092094
RNF31	ENSG00000092098
SCFD1	ENSG00000092108
G2E3	ENSG00000092140
HECTD1	ENSG00000092148
HNRNPC	ENSG00000092199
RPGRIP1	ENSG00000092200
SUPT16H	ENSG00000092201
TOX4	ENSG00000092203
GEMIN2	ENSG00000092208
TINF2	ENSG00000092330
SEMA6A	ENSG00000092421
TRPM7	ENSG00000092439
TYRO3	ENSG00000092445
WDR76	ENSG00000092470
CAPN3	ENSG00000092529
SNAP23	ENSG00000092531
PHGDH	ENSG00000092621
COL9A3	ENSG00000092758
EZR	ENSG00000092820
MYL6	ENSG00000092841
AGO1	ENSG00000092847
TEKT2	ENSG00000092850
CLSPN	ENSG00000092853
RFFL	ENSG00000092871
UNC13D	ENSG00000092929
MFSD11	ENSG00000092931
DPYSL2	ENSG00000092964
GPATCH2	ENSG00000092978
NUP50	ENSG00000093000
CDC45	ENSG00000093009
COMT	ENSG00000093010
ADA2	ENSG00000093072
VNN3	ENSG00000093134
ECHDC1	ENSG00000093144
LRRFIP2	ENSG00000093167
SEC22C	ENSG00000093183
XYLB	ENSG00000093217
HDAC6	ENSG00000094631
CDC6	ENSG00000094804
UPRT	ENSG00000094841
CDC23	ENSG00000094880
AAAS	ENSG00000094914
CBX5	ENSG00000094916
SUCO	ENSG00000094975
MSH2	ENSG00000095002
MAP3K1	ENSG00000095015
DHPS	ENSG00000095059
HOOK2	ENSG00000095066
ARCN1	ENSG00000095139
TMEM38B	ENSG00000095209
PSMD5	ENSG00000095261
PTGS1	ENSG00000095303
NUP188	ENSG00000095319
CRAT	ENSG00000095321
SH2D3C	ENSG00000095370
NANS	ENSG00000095380
TBC1D2	ENSG00000095383
WHRN	ENSG00000095397
CWF19L1	ENSG00000095485
SEMA4G	ENSG00000095539
BTAF1	ENSG00000095564
IKZF5	ENSG00000095574
BLNK	ENSG00000095585
SORBS1	ENSG00000095637
BAMBI	ENSG00000095739
WAC	ENSG00000095787
CREM	ENSG00000095794
NUBP2	ENSG00000095906
TPSD1	ENSG00000095917
SMIM24	ENSG00000095932
HIVEP1	ENSG00000095951
CRISP3	ENSG00000096006
FKBP5	ENSG00000096060
SRPK1	ENSG00000096063
BRPF3	ENSG00000096070
MRPS18A	ENSG00000096080
TMEM14A	ENSG00000096092
EFHC1	ENSG00000096093
HSP90AB1	ENSG00000096384
CDC5L	ENSG00000096401
ITPR3	ENSG00000096433
ZNF184	ENSG00000096654
DSP	ENSG00000096696
SIRT1	ENSG00000096717
HNRNPH3	ENSG00000096746
IFT74	ENSG00000096872
JAK2	ENSG00000096968
IL12RB1	ENSG00000096996
ABL1	ENSG00000097007
ACOT7	ENSG00000097021
SH3GLB1	ENSG00000097033
CDC7	ENSG00000097046
SYDE2	ENSG00000097096
PCSK5	ENSG00000099139
SCD	ENSG00000099194
TMED1	ENSG00000099203
ABLIM1	ENSG00000099204
ERMP1	ENSG00000099219
RAB18	ENSG00000099246
NRP1	ENSG00000099250
HSD17B7P2	ENSG00000099251
PRTFDC1	ENSG00000099256
TSPAN15	ENSG00000099282
H2AFY2	ENSG00000099284
WASHC2A	ENSG00000099290
MAST3	ENSG00000099308
MZF1	ENSG00000099326
OCEL1	ENSG00000099330
MYO9B	ENSG00000099331
KCNK6	ENSG00000099337
CATSPERG	ENSG00000099338
PSMD8	ENSG00000099341
FBXL19	ENSG00000099364
HSD3B7	ENSG00000099377
SETD1A	ENSG00000099381
BCL7C	ENSG00000099385
CIRBP	ENSG00000099622
ATP5D	ENSG00000099624
CBARP	ENSG00000099625
PRKY	ENSG00000099725
HNRNPM	ENSG00000099783
MARCH2	ENSG00000099785
NDUFB7	ENSG00000099795
TECR	ENSG00000099797
TIMM13	ENSG00000099800
CDC34	ENSG00000099804
MTAP	ENSG00000099810
CEP170B	ENSG00000099814
POLR2E	ENSG00000099817
POLRMT	ENSG00000099821
CDHR5	ENSG00000099834
RASSF7	ENSG00000099849
GADD45B	ENSG00000099860
PALM	ENSG00000099864
MKNK2	ENSG00000099875
ARVCF	ENSG00000099889
TRMT2A	ENSG00000099899
RANBP1	ENSG00000099901
ZDHHC8	ENSG00000099904
KLHL22	ENSG00000099910
MED15	ENSG00000099917
SERPIND1	ENSG00000099937
SNAP29	ENSG00000099940
CRKL	ENSG00000099942
LZTR1	ENSG00000099949
SMARCB1	ENSG00000099956
DERL3	ENSG00000099958
BCL2L13	ENSG00000099968
DDTL	ENSG00000099974
DDT	ENSG00000099977
OSM	ENSG00000099985
CABIN1	ENSG00000099991
TBC1D10A	ENSG00000099992
SF3A1	ENSG00000099995
GGT5	ENSG00000099998
RNF215	ENSG00000099999
SEC14L2	ENSG00000100003
SPECC1L	ENSG00000100014
PPIL2	ENSG00000100023
UPB1	ENSG00000100024
YPEL1	ENSG00000100027
SNRPD3	ENSG00000100028
PES1	ENSG00000100029
MAPK1	ENSG00000100030
GGT1	ENSG00000100031
PRODH	ENSG00000100033
PPM1F	ENSG00000100034
SLC35E4	ENSG00000100036
TOP3B	ENSG00000100038
CYTH4	ENSG00000100055
DGCR14	ENSG00000100056
CRYBB2P1	ENSG00000100058
MFNG	ENSG00000100060
LRP5L	ENSG00000100068
SLC25A1	ENSG00000100075
GRK3	ENSG00000100077
LGALS2	ENSG00000100079
GGA1	ENSG00000100083
HIRA	ENSG00000100084
SH3BP1	ENSG00000100092
LGALS1	ENSG00000100097
HPS4	ENSG00000100099
PIK3IP1	ENSG00000100100
SRRD	ENSG00000100104
PATZ1	ENSG00000100105
TRIOBP	ENSG00000100106
TFIP11	ENSG00000100109
GCAT	ENSG00000100116
ANKRD54	ENSG00000100124
EIF3L	ENSG00000100129
SNU13	ENSG00000100138
MICALL1	ENSG00000100139
POLR2F	ENSG00000100142
CCDC134	ENSG00000100147
DEPDC5	ENSG00000100150
PICK1	ENSG00000100151
TTC28	ENSG00000100154
CENPM	ENSG00000100162
TPTEP1	ENSG00000100181
KDELR3	ENSG00000100196
CYP2D6	ENSG00000100197
DDX17	ENSG00000100201
DMC1	ENSG00000100206
TCF20	ENSG00000100207
HSCB	ENSG00000100209
CBY1	ENSG00000100211
TOMM22	ENSG00000100216
XBP1	ENSG00000100219
RTCB	ENSG00000100220
JOSD1	ENSG00000100221
FBXO7	ENSG00000100225
GTPBP1	ENSG00000100226
POLDIP3	ENSG00000100227
TIMP3	ENSG00000100234
PPP6R2	ENSG00000100239
SBF1	ENSG00000100241
SUN2	ENSG00000100242
CYB5R3	ENSG00000100243
DNAL4	ENSG00000100246
LMF2	ENSG00000100258
RHBDD3	ENSG00000100263
PACSIN2	ENSG00000100266
TTLL1	ENSG00000100271
AP1B1	ENSG00000100280
HMGXB4	ENSG00000100281
TOM1	ENSG00000100284
NEFH	ENSG00000100285
CHKB	ENSG00000100288
BIK	ENSG00000100290
HMOX1	ENSG00000100292
MCAT	ENSG00000100294
THOC5	ENSG00000100296
MCM5	ENSG00000100297
APOBEC3H	ENSG00000100298
ARSA	ENSG00000100299
TSPO	ENSG00000100300
TTLL12	ENSG00000100304
CBX7	ENSG00000100307
CABP7	ENSG00000100314
RPL3	ENSG00000100316
ZMAT5	ENSG00000100319
RBFOX2	ENSG00000100320
SYNGR1	ENSG00000100321
TAB1	ENSG00000100324
ASCC2	ENSG00000100325
MTMR3	ENSG00000100330
MIEF1	ENSG00000100335
APOL4	ENSG00000100336
APOL1	ENSG00000100342
PNPLA3	ENSG00000100344
MYH9	ENSG00000100345
SAMM50	ENSG00000100347
TXN2	ENSG00000100348
FOXRED2	ENSG00000100350
GRAP2	ENSG00000100351
EIF3D	ENSG00000100353
TNRC6B	ENSG00000100354
SGSM3	ENSG00000100359
IFT27	ENSG00000100360
KIAA0930	ENSG00000100364
NCF4	ENSG00000100365
CSF2RB	ENSG00000100368
SLC25A17	ENSG00000100372
FAM118A	ENSG00000100376
KCTD17	ENSG00000100379
ST13	ENSG00000100380
IL2RB	ENSG00000100385
RBX1	ENSG00000100387
EP300	ENSG00000100393
L3MBTL2	ENSG00000100395
CHADL	ENSG00000100399
RANGAP1	ENSG00000100401
ZC3H7B	ENSG00000100403
PHF5A	ENSG00000100410
ACO2	ENSG00000100412
POLR3H	ENSG00000100413
TRMU	ENSG00000100416
PMM1	ENSG00000100417
DESI1	ENSG00000100418
CERK	ENSG00000100422
BRD1	ENSG00000100425
ZBED4	ENSG00000100426
MLC1	ENSG00000100427
